GeneID	GeneSymbol	# drug associations
8295	TRRAP	8
142940	TRUB1	4
7248	TSC1	2
7249	TSC2	9
8848	TSC22D1	1
9819	TSC22D2	3
1831	TSC22D3	3
81628	TSC22D4	3
80746	TSEN2	1
79042	TSEN34	1
283989	TSEN54	1
10102	TSFM	4
7251	TSG101	2
80705	TSGA10	1
7252	TSHB	15
7253	TSHR	5
128553	TSHZ2	1
25987	TSKU	1
85480	TSLP	7
7247	TSN	2
7257	TSNAX	2
23554	TSPAN12	1
27075	TSPAN13	2
81619	TSPAN14	2
10099	TSPAN3	2
6302	TSPAN31	1
7106	TSPAN4	1
85453	TSPYL5	1
55720	TSR1	2
115939	TSR3	1
10078	TSSC4	1
81629	TSSK3	1
7263	TST	4
100131187	TSTD1	1
84630	TTBK1	2
146057	TTBK2	1
7265	TTC1	4
151613	TTC14	1
23331	TTC28	3
7267	TTC3	1
55020	TTC38	2
125488	TTC39C	2
7268	TTC4	1
57217	TTC7A	1
145567	TTC7B	1
283237	TTC9C	3
7270	TTF1	2
8458	TTF2	4
9675	TTI1	3
80185	TTI2	1
7272	TTK	3
158135	TTLL11	1
23170	TTLL12	3
26140	TTLL3	1
9654	TTLL4	1
7273	TTN	7
7274	TTPA	1
7276	TTR	10
80727	TTYH3	1
7846	TUBA1A	4
10376	TUBA1B	4
84790	TUBA1C	4
7277	TUBA4A	3
51807	TUBA8	1
79861	TUBAL3	3
203068	TUBB	8
81027	TUBB1	1
7280	TUBB2A	5
347733	TUBB2B	1
10381	TUBB3	13
10382	TUBB4A	4
10383	TUBB4B	4
84617	TUBB6	6
347688	TUBB8	3
260334	TUBB8B	1
51174	TUBD1	2
7283	TUBG1	2
10844	TUBGCP2	1
10426	TUBGCP3	2
27229	TUBGCP4	1
7284	TUFM	6
7991	TUSC3	1
64852	TUT1	1
201158	TVP23C	1
5756	TWF1	4
11344	TWF2	3
100303576	TWIST	1
7291	TWIST1	10
57045	TWSG1	1
200081	TXLNA	4
55787	TXLNG	2
7295	TXN	22
22166	TXN1	3
25828	TXN2	7
51060	TXNDC12	2
79770	TXNDC15	1
84817	TXNDC17	4
81567	TXNDC5	6
10190	TXNDC9	2
10628	TXNIP	16
9352	TXNL1	2
10907	TXNL4A	1
7296	TXNRD1	19
10587	TXNRD2	8
7297	TYK2	1
1890	TYMP	15
7298	TYMS	15
7299	TYR	20
7301	TYRO3	1
7306	TYRP1	4
219743	TYSND1	1
127253	TYW3	2
129450	TYW5	1
11338	U2AF2	3
23350	U2SURP	3
55075	UACA	1
6675	UAP1	3
91373	UAP1L1	1
7317	UBA1	10
10054	UBA2	1
9039	UBA3	1
79876	UBA5	4
7311	UBA52	3
55236	UBA6	2
7318	UBA7	3
10422	UBAC1	1
51271	UBAP1	1
55833	UBAP2	3
9898	UBAP2L	8
84959	UBASH3B	1
7314	UBB	1
7316	UBC	3
7319	UBE2A	1
11065	UBE2C	4
7322	UBE2D2	1
7323	UBE2D3	2
10477	UBE2E3	2
7326	UBE2G1	1
7328	UBE2H	2
7329	UBE2I	5
51465	UBE2J1	2
3093	UBE2K	3
7332	UBE2L3	2
9246	UBE2L6	1
9040	UBE2M	3
7334	UBE2N	3
389898	UBE2NL	1
63893	UBE2O	4
55585	UBE2Q1	1
54926	UBE2R2	1
27338	UBE2S	1
29089	UBE2T	1
7336	UBE2V2	2
65264	UBE2Z	3
7337	UBE3A	3
89910	UBE3B	2
9690	UBE3C	1
9354	UBE4A	2
10277	UBE4B	4
56061	UBFD1	2
5412	UBL3	2
8266	UBL4A	2
59286	UBL5	1
84993	UBL7	1
134510	UBLCP1	1
7342	UBP1	1
29979	UBQLN1	3
29978	UBQLN2	1
56893	UBQLN4	3
197131	UBR1	2
23304	UBR2	3
130507	UBR3	1
23352	UBR4	3
51366	UBR5	4
55148	UBR7	2
7343	UBTF	5
51035	UBXN1	3
137886	UBXN2B	1
23190	UBXN4	3
80700	UBXN6	1
26043	UBXN7	4
7345	UCHL1	10
7347	UCHL3	5
51377	UCHL5	3
83549	UCK1	1
7371	UCK2	3
54963	UCKL1	1
7350	UCP1	1
7351	UCP2	7
7352	UCP3	2
55293	UEVLD	1
51506	UFC1	1
7353	UFD1	5
23376	UFL1	2
51569	UFM1	3
55325	UFSP2	1
7357	UGCG	2
7358	UGDH	8
56886	UGGT1	1
55757	UGGT2	2
7360	UGP2	3
7361	UGT1A	1
54658	UGT1A1	61
54575	UGT1A10	46
54659	UGT1A3	44
54657	UGT1A4	14
54578	UGT1A6	27
94284	UGT1A6A	2
54577	UGT1A7	39
54576	UGT1A8	48
54600	UGT1A9	45
10941	UGT2A1	2
10720	UGT2B11	1
7366	UGT2B15	23
7367	UGT2B17	8
100727	UGT2B34	1
7363	UGT2B4	15
7364	UGT2B7	44
167127	UGT3A2	1
29128	UHRF1	2
115426	UHRF2	2
51720	UIMC1	2
80329	ULBP1	1
80328	ULBP2	2
79465	ULBP3	2
8408	ULK1	10
25989	ULK3	2
729852	UMAD1	1
7369	UMOD	2
7372	UMPS	3
10497	UNC13B	2
440279	UNC13C	2
201294	UNC13D	1
55898	UNC45A	3
285175	UNC80	1
7374	UNG	4
85451	UNK	1
391051	UOX	1
5976	UPF1	5
26019	UPF2	2
65110	UPF3A	1
65109	UPF3B	2
7348	UPK1B	1
7378	UPP1	2
139596	UPRT	1
55245	UQCC1	1
29796	UQCR10	3
10975	UQCR11	1
7381	UQCRB	1
7384	UQCRC1	7
7385	UQCRC2	5
7386	UQCRFS1	4
7388	UQCRH	1
440567	UQCRHL	1
27089	UQCRQ	1
9875	URB1	1
8725	URI1	5
81605	URM1	1
7389	UROD	9
7391	USF1	4
7392	USF2	3
10083	USH1C	2
8615	USO1	6
7398	USP1	4
9100	USP10	3
8237	USP11	2
9097	USP14	4
9958	USP15	4
10600	USP16	1
11274	USP18	2
10869	USP19	1
10868	USP20	1
23358	USP24	3
57646	USP28	3
57478	USP31	1
84669	USP32	2
9736	USP34	4
57602	USP36	2
57695	USP37	2
10713	USP39	2
7375	USP4	3
55230	USP40	1
84132	USP42	2
124739	USP43	1
55031	USP47	4
84196	USP48	2
8078	USP5	4
159195	USP54	1
9712	USP6NL	2
7874	USP7	6
9101	USP8	3
8239	USP9X	4
8287	USP9Y	1
10813	UTP14A	3
51096	UTP18	3
84294	UTP23	1
57050	UTP3	1
84916	UTP4	1
55813	UTP6	2
7402	UTRN	4
7405	UVRAG	1
80146	UXS1	1
8409	UXT	1
55697	VAC14	2
6843	VAMP1	1
6844	VAMP2	3
9341	VAMP3	3
6845	VAMP7	1
8673	VAMP8	2
81839	VANGL1	3
9218	VAPA	5
9217	VAPB	5
7407	VARS1	1
114990	VASN	1
7408	VASP	8
10493	VAT1	5
57687	VAT1L	1
7409	VAV1	3
7410	VAV2	4
10451	VAV3	1
25806	VAX2	2
7411	VBP1	2
7412	VCAM1	75
1462	VCAN	4
7414	VCL	11
7415	VCP	7
80124	VCPIP1	5
7416	VDAC1	17
7417	VDAC2	7
7419	VDAC3	2
7421	VDR	31
30076	VDRA	1
100169844	VDRALPHA	1
564511	VDRB	1
100136118	VEGF	2
7422	VEGFA	117
7424	VEGFC	8
7716	VEZF1	1
55591	VEZT	1
9686	VGLL4	2
7428	VHL	10
7429	VIL1	1
7431	VIM	65
7432	VIP	5
63894	VIPAS39	1
7433	VIPR1	1
7434	VIPR2	1
25962	VIRMA	3
79001	VKORC1	8
154807	VKORC1L1	8
7436	VLDLR	1
203547	VMA21	1
81671	VMP1	1
55823	VPS11	1
157680	VPS13B	1
54832	VPS13C	3
55187	VPS13D	1
64601	VPS16	2
57617	VPS18	3
40542	VPS24	1
84313	VPS25	1
9559	VPS26A	4
112936	VPS26B	4
10311	VPS26C	2
51160	VPS28	1
51699	VPS29	2
65082	VPS33A	3
26276	VPS33B	2
55737	VPS35	4
57020	VPS35L	3
51028	VPS36	2
137492	VPS37A	3
79720	VPS37B	2
23339	VPS39	1
11311	VPS45	1
27183	VPS4A	2
9525	VPS4B	3
55610	VPS50	2
738	VPS51	2
6293	VPS52	3
55275	VPS53	3
51542	VPS54	1
23355	VPS8	1
9605	VPS9D1	1
7443	VRK1	1
51231	VRK3	1
55237	VRTN	2
7447	VSNL1	2
342865	VSTM2B	1
30813	VSX1	1
51534	VTA1	1
79679	VTCN1	1
10490	VTI1B	2
7448	VTN	3
146177	VWA3A	1
200403	VWA3B	1
4013	VWA5A	2
23078	VWA8	2
7450	VWF	11
51322	WAC	3
23063	WAPL	5
7453	WARS1	4
8936	WASF1	2
10163	WASF2	4
653440	WASH6P	1
387680	WASHC2A	2
253725	WASHC2C	1
51019	WASHC3	2
23325	WASHC4	3
9897	WASHC5	2
8976	WASL	2
51729	WBP11	2
54838	WBP1L	1
23558	WBP2	2
11193	WBP4	1
80304	WDCP	1
57590	WDFY1	3
23001	WDFY3	1
11169	WDHD1	3
9948	WDR1	4
55717	WDR11	3
55759	WDR12	3
64743	WDR13	3
57418	WDR18	2
91833	WDR20	2
84219	WDR24	1
80232	WDR26	1
10885	WDR3	4
55339	WDR33	2
134430	WDR36	1
23160	WDR43	3
54521	WDR44	5
56270	WDR45B	1
9277	WDR46	2
22911	WDR47	1
57599	WDR48	1
11091	WDR5	2
84058	WDR54	1
54853	WDR55	1
79726	WDR59	1
11180	WDR6	2
284403	WDR62	3
23335	WDR7	3
55100	WDR70	1
84942	WDR73	1
54663	WDR74	1
84128	WDR75	1
79084	WDR77	2
124997	WDR81	3
80335	WDR82	2
197335	WDR90	1
29062	WDR91	2
151525	WDSUB1	1
7465	WEE1	8
10406	WFDC2	1
7466	WFS1	4
123720	WHAMM	1
339005	WHAMMP3	1
11197	WIF1	1
7456	WIPF1	2
147179	WIPF2	1
55062	WIPI1	4
58525	WIZ	4
65125	WNK1	3
65268	WNK2	2
65266	WNK4	1
7471	WNT1	3
7480	WNT10B	1
7472	WNT2	1
7473	WNT3	1
89780	WNT3A	7
7474	WNT5A	6
7476	WNT7A	2
55135	WRAP53	2
49856	WRAP73	1
7486	WRN	1
56897	WRNIP1	4
55884	WSB2	1
7490	WT1	10
9589	WTAP	5
23286	WWC1	4
80014	WWC2	1
55841	WWC3	2
51741	WWOX	5
11059	WWP1	2
11060	WWP2	2
25937	WWTR1	6
56949	XAB2	2
54739	XAF1	5
653067	XAGE1B	1
7494	XBP1	19
7498	XDH	14
331	XIAP	54
129446	XIRP2	3
7507	XPA	6
7508	XPC	8
7511	XPNPEP1	4
7512	XPNPEP2	1
63929	XPNPEP3	1
7514	XPO1	7
64328	XPO4	4
57510	XPO5	1
23214	XPO6	3
23039	XPO7	2
11260	XPOT	3
9213	XPR1	3
7515	XRCC1	18
7516	XRCC2	2
7517	XRCC3	3
7518	XRCC4	5
7520	XRCC5	13
2547	XRCC6	11
54464	XRN1	2
22803	XRN2	4
9942	XYLB	1
64131	XYLT1	1
10138	YAF2	1
10413	YAP1	10
8565	YARS1	3
51067	YARS2	1
54059	YBEY	1
4904	YBX1	7
8531	YBX3	5
55689	YEATS2	1
7525	YES1	7
10897	YIF1A	1
90522	YIF1B	1
78992	YIPF2	1
25844	YIPF3	1
84272	YIPF4	2
81555	YIPF5	2
286451	YIPF6	1
55702	YJU2	2
81576	YJU2B	2
10652	YKT6	2
56252	YLPM1	2
10730	YME1L1	1
51646	YPEL5	1
79693	YRDC	2
91746	YTHDC1	4
64848	YTHDC2	2
54915	YTHDF1	1
51441	YTHDF2	3
253943	YTHDF3	2
7529	YWHAB	6
7531	YWHAE	7
7532	YWHAG	6
7533	YWHAH	5
10971	YWHAQ	12
7534	YWHAZ	6
7528	YY1	6
353174	ZACN	2
9889	ZBED4	1
100381270	ZBED6	1
22890	ZBTB1	2
27107	ZBTB11	2
7709	ZBTB17	1
10472	ZBTB18	1
57621	ZBTB2	1
49854	ZBTB21	2
7597	ZBTB25	1
79842	ZBTB3	1
10009	ZBTB33	1
253461	ZBTB38	1
57659	ZBTB4	1
9923	ZBTB40	1
29068	ZBTB44	1
84878	ZBTB45	1
3104	ZBTB48	1
166793	ZBTB49	1
10773	ZBTB6	1
51341	ZBTB7A	3
51043	ZBTB7B	1
339487	ZBTB8OS	1
221504	ZBTB9	2
51101	ZC2HC1A	1
9877	ZC3H11A	5
23091	ZC3H13	4
79882	ZC3H14	3
55854	ZC3H15	4
124245	ZC3H18	3
23144	ZC3H3	1
23211	ZC3H4	5
29066	ZC3H7A	2
23264	ZC3H7B	3
56829	ZC3HAV1	3
92092	ZC3HAV1L	3
51530	ZC3HC1	5
54819	ZCCHC10	2
54877	ZCCHC2	1
85364	ZCCHC3	1
55596	ZCCHC8	2
85437	ZCRB1	1
79844	ZDHHC11	3
23390	ZDHHC17	1
84243	ZDHHC18	1
253832	ZDHHC20	1
254887	ZDHHC23	1
25921	ZDHHC5	2
55625	ZDHHC7	1
29801	ZDHHC8	1
6935	ZEB1	10
9839	ZEB2	1
10444	ZER1	1
130617	ZFAND2B	2
60685	ZFAND3	2
7763	ZFAND5	1
196441	ZFC3H1	3
463	ZFHX3	3
79776	ZFHX4	1
7538	ZFP36	4
677	ZFP36L1	3
678	ZFP36L2	4
94187	ZFP423	1
7542	ZFPL1	2
161882	ZFPM1	1
51663	ZFR	4
50626	ZFTRAF1	2
7544	ZFY	1
9765	ZFYVE16	4
84936	ZFYVE19	2
23503	ZFYVE26	2
84619	ZGPAT	1
55345	ZGRF1	1
11244	ZHX1	1
23051	ZHX3	2
7545	ZIC1	1
7546	ZIC2	1
85416	ZIC5	1
7586	ZKSCAN1	1
80317	ZKSCAN3	1
55888	ZKSCAN7	2
7745	ZKSCAN8	3
10269	ZMPSTE24	2
7750	ZMYM2	3
9203	ZMYM3	3
9202	ZMYM4	1
23613	ZMYND8	4
64397	ZNF106	2
51427	ZNF107	1
7771	ZNF112	1
7675	ZNF121	2
7701	ZNF142	1
7702	ZNF143	1
7707	ZNF148	2
7727	ZNF174	1
7728	ZNF175	1
7739	ZNF185	3
7755	ZNF205	1
7756	ZNF207	3
7760	ZNF213	1
7764	ZNF217	2
51222	ZNF219	1
7767	ZNF224	2
7572	ZNF24	2
58500	ZNF250	1
7574	ZNF26	1
10308	ZNF267	1
92822	ZNF276	1
7576	ZNF28	2
140883	ZNF280B	1
55609	ZNF280C	1
23528	ZNF281	4
8427	ZNF282	1
100131017	ZNF316	3
24149	ZNF318	3
7580	ZNF32	1
284695	ZNF326	3
63925	ZNF335	1
26152	ZNF337	1
7581	ZNF33A	1
7582	ZNF33B	1
23567	ZNF346	1
6940	ZNF354A	1
30832	ZNF354C	1
149076	ZNF362	3
167465	ZNF366	4
151126	ZNF385B	1
84124	ZNF394	1
55628	ZNF407	2
79797	ZNF408	1
126299	ZNF428	3
55663	ZNF446	2
203523	ZNF449	1
92283	ZNF461	1
25888	ZNF473	1
91392	ZNF502	1
84858	ZNF503	2
100131213	ZNF503-AS2	1
22847	ZNF507	1
22869	ZNF510	1
118472	ZNF511	1
57473	ZNF512B	1
130557	ZNF513	1
9658	ZNF516	1
9849	ZNF518A	1
25925	ZNF521	1
55205	ZNF532	2
147947	ZNF542P	1
93134	ZNF561	1
84924	ZNF566	1
79177	ZNF576	2
163033	ZNF579	2
51157	ZNF580	1
9640	ZNF592	2
51042	ZNF593	2
90850	ZNF598	3
80095	ZNF606	1
84775	ZNF607	1
23060	ZNF609	3
90441	ZNF622	1
9831	ZNF623	1
57547	ZNF624	1
27332	ZNF638	3
51193	ZNF639	1
121274	ZNF641	2
84146	ZNF644	2
22834	ZNF652	2
79027	ZNF655	1
79891	ZNF671	1
57592	ZNF687	2
51058	ZNF691	1
55657	ZNF692	3
90592	ZNF700	1
100131980	ZNF705G	1
79724	ZNF768	2
27153	ZNF777	2
147808	ZNF784	1
126208	ZNF787	1
7554	ZNF8	1
168850	ZNF800	1
347344	ZNF81	1
152485	ZNF827	1
55769	ZNF83	1
128611	ZNF831	1
81931	ZNF93	1
55871	ZNG1A	1
9326	ZNHIT3	2
54680	ZNHIT6	2
10534	ZNRD2	1
223082	ZNRF2	1
84133	ZNRF3	1
8882	ZPR1	4
9406	ZRANB2	4
84083	ZRANB3	2
8233	ZRSR2	1
65982	ZSCAN18	1
54993	ZSCAN2	1
221785	ZSCAN25	1
64288	ZSCAN31	1
79149	ZSCAN5A	1
57643	ZSWIM5	1
9183	ZW10	1
55055	ZWILCH	4
11130	ZWINT	2
158586	ZXDB	1
79364	ZXDC	1
7791	ZYX	7
23140	ZZEF1	3
26009	ZZZ3	1
